id,smartphone_brand,smartphone_model,product_category,cost
35678,Motorola,ZenFone 8,Electronics,108746
35679,Samsung,Moto G Power,Electronics,189543
35680,Motorola,iPhone 12,Smartphone,62237
35681,Samsung,Nokia 8.3,Electronics,151251
35682,Huawei,iPhone 12,Mobile Device,169382
35683,Nokia,Pixel 5,Mobile Device,35709
35684,Sony,Galaxy S21,Mobile Device,125054
35685,OnePlus,Pixel 5,Mobile Device,180951
35686,Nokia,Pixel 5,Electronics,26024
35687,Sony,Pixel 5,Smartphone,19008
35688,Motorola,Xperia 1 II,Smartphone,8942
35689,OnePlus,ZenFone 8,Smartphone,105389
35690,Apple,Galaxy S21,Mobile Device,8139
35691,Samsung,LG V60 ThinQ,Mobile Device,134442
35692,Xiaomi,OnePlus 9,Smartphone,111379
35693,Samsung,ZenFone 8,Mobile Device,52382
35694,Samsung,Mi 11,Electronics,98306
35695,Nokia,LG V60 ThinQ,Electronics,149697
35696,Motorola,LG V60 ThinQ,Smartphone,164056
35697,Nokia,OnePlus 9,Electronics,169632
35698,Motorola,OnePlus 9,Smartphone,177857
35699,Motorola,Galaxy S21,Smartphone,128051
35700,Samsung,Pixel 5,Electronics,89083
35701,Samsung,Nokia 8.3,Smartphone,128389
35702,LG,Moto G Power,Electronics,48288
35703,Motorola,Galaxy S21,Electronics,89644
35704,OnePlus,Pixel 5,Smartphone,107127
35705,Nokia,LG V60 ThinQ,Mobile Device,146484
35706,Apple,Galaxy S21,Electronics,178833
35707,Motorola,OnePlus 9,Smartphone,62638
35708,Google,LG V60 ThinQ,Mobile Device,193885
35709,Apple,Xperia 1 II,Electronics,129880
35710,Google,Nokia 8.3,Electronics,75347
35711,Samsung,ZenFone 8,Mobile Device,9243
35712,Apple,Moto G Power,Electronics,171432
35713,Xiaomi,Xperia 1 II,Smartphone,143372
35714,Apple,Pixel 5,Electronics,101047
35715,Apple,iPhone 12,Smartphone,104793
35716,Samsung,Mi 11,Smartphone,107987
35717,Xiaomi,ZenFone 8,Smartphone,129283
35718,Xiaomi,Pixel 5,Mobile Device,114825
35719,Apple,iPhone 12,Electronics,94298
35720,Samsung,LG V60 ThinQ,Mobile Device,122577
35721,Samsung,Galaxy S21,Smartphone,77447
35722,Samsung,Nokia 8.3,Electronics,153519
35723,Sony,ZenFone 8,Smartphone,107810
35724,Nokia,OnePlus 9,Smartphone,29759
35725,Sony,Moto G Power,Electronics,188986
35726,Huawei,ZenFone 8,Smartphone,99283
35727,LG,Xperia 1 II,Smartphone,178435
35728,Huawei,Nokia 8.3,Electronics,84528
35729,Apple,OnePlus 9,Mobile Device,67137
35730,Nokia,Xperia 1 II,Smartphone,196039
35731,Huawei,Galaxy S21,Electronics,124047
35732,Motorola,Mi 11,Smartphone,10687
35733,Apple,ZenFone 8,Mobile Device,24295
35734,Nokia,Xperia 1 II,Smartphone,159108
35735,Motorola,ZenFone 8,Electronics,144070
35736,Google,Mi 11,Electronics,46145
35737,Nokia,Pixel 5,Smartphone,77641
35738,Google,iPhone 12,Electronics,21603
35739,Huawei,Pixel 5,Electronics,163463
35740,Motorola,Xperia 1 II,Smartphone,75135
35741,Apple,Nokia 8.3,Electronics,24678
35742,Huawei,Nokia 8.3,Smartphone,149320
35743,Sony,Pixel 5,Electronics,14561
35744,Apple,OnePlus 9,Electronics,43703
35745,Nokia,Xperia 1 II,Mobile Device,149064
35746,Nokia,iPhone 12,Mobile Device,88687
35747,Samsung,iPhone 12,Mobile Device,42112
35748,Samsung,iPhone 12,Smartphone,91756
35749,Xiaomi,Xperia 1 II,Mobile Device,138313
35750,Xiaomi,Galaxy S21,Mobile Device,41547
35751,Motorola,Nokia 8.3,Smartphone,66121
35752,Sony,Pixel 5,Mobile Device,133855
35753,Motorola,Nokia 8.3,Mobile Device,117400
35754,Motorola,iPhone 12,Mobile Device,191303
35755,LG,ZenFone 8,Electronics,60484
35756,Xiaomi,LG V60 ThinQ,Electronics,170254
35757,Samsung,Mi 11,Smartphone,53244
35758,Motorola,Pixel 5,Smartphone,182027
35759,Sony,iPhone 12,Smartphone,194674
35760,OnePlus,ZenFone 8,Smartphone,170959
35761,Xiaomi,Nokia 8.3,Electronics,45802
35762,OnePlus,Mi 11,Mobile Device,193112
35763,Huawei,iPhone 12,Smartphone,136909
35764,Motorola,LG V60 ThinQ,Mobile Device,98210
35765,Motorola,Moto G Power,Smartphone,78542
35766,Huawei,Mi 11,Smartphone,73388
35767,Google,Mi 11,Mobile Device,30339
35768,Motorola,ZenFone 8,Mobile Device,140269
35769,Google,Nokia 8.3,Smartphone,99244
35770,Samsung,Xperia 1 II,Smartphone,47003
35771,OnePlus,Pixel 5,Smartphone,36483
35772,Google,Nokia 8.3,Electronics,43830
35773,Apple,iPhone 12,Mobile Device,72253
35774,LG,Moto G Power,Smartphone,122372
35775,LG,Nokia 8.3,Mobile Device,43437
35776,Nokia,LG V60 ThinQ,Smartphone,56078
35777,Samsung,Xperia 1 II,Mobile Device,140255
35778,Xiaomi,iPhone 12,Smartphone,166743
35779,Xiaomi,ZenFone 8,Mobile Device,49745
35780,Huawei,Moto G Power,Mobile Device,24548
35781,Sony,OnePlus 9,Mobile Device,103024
35782,Google,iPhone 12,Mobile Device,69632
35783,Samsung,ZenFone 8,Mobile Device,91066
35784,Apple,Nokia 8.3,Mobile Device,21570
35785,Huawei,Mi 11,Mobile Device,190818
35786,Huawei,iPhone 12,Mobile Device,89414
35787,Samsung,Xperia 1 II,Mobile Device,136834
35788,LG,Mi 11,Smartphone,171879
35789,Samsung,Pixel 5,Mobile Device,191239
35790,Nokia,ZenFone 8,Mobile Device,126115
35791,Xiaomi,ZenFone 8,Mobile Device,65926
35792,Google,ZenFone 8,Mobile Device,140832
35793,Sony,Moto G Power,Mobile Device,28544
35794,Xiaomi,Nokia 8.3,Mobile Device,60844
35795,LG,ZenFone 8,Electronics,16492
35796,Apple,Xperia 1 II,Smartphone,187485
35797,Sony,iPhone 12,Smartphone,41581
35798,Sony,Nokia 8.3,Smartphone,127093
35799,Huawei,iPhone 12,Mobile Device,19576
35800,LG,iPhone 12,Smartphone,6871
35801,Huawei,Moto G Power,Mobile Device,113607
35802,OnePlus,Xperia 1 II,Mobile Device,195423
35803,Samsung,Pixel 5,Electronics,61973
35804,Samsung,OnePlus 9,Electronics,109963
35805,Nokia,Mi 11,Mobile Device,154916
35806,LG,LG V60 ThinQ,Smartphone,80051
35807,Motorola,Moto G Power,Mobile Device,75926
35808,Apple,ZenFone 8,Electronics,175316
35809,Xiaomi,OnePlus 9,Smartphone,42342
35810,Motorola,Moto G Power,Smartphone,102874
35811,Nokia,OnePlus 9,Smartphone,55888
35812,OnePlus,ZenFone 8,Smartphone,74611
35813,Motorola,Nokia 8.3,Mobile Device,75541
35814,Nokia,Mi 11,Mobile Device,32875
35815,Huawei,Moto G Power,Smartphone,132797
35816,Samsung,LG V60 ThinQ,Electronics,98519
35817,LG,OnePlus 9,Electronics,54337
35818,LG,Mi 11,Electronics,144840
35819,Huawei,iPhone 12,Electronics,110553
35820,Nokia,Nokia 8.3,Mobile Device,99843
35821,Xiaomi,iPhone 12,Electronics,22104
35822,Google,LG V60 ThinQ,Smartphone,29152
35823,Sony,Nokia 8.3,Mobile Device,8954
35824,OnePlus,LG V60 ThinQ,Smartphone,131342
35825,OnePlus,OnePlus 9,Electronics,93810
35826,Huawei,OnePlus 9,Mobile Device,86400
35827,Google,Pixel 5,Mobile Device,11887
35828,Apple,Moto G Power,Smartphone,79339
35829,LG,Moto G Power,Mobile Device,24835
35830,Nokia,ZenFone 8,Mobile Device,162828
35831,Samsung,OnePlus 9,Electronics,182956
35832,Sony,Moto G Power,Electronics,69721
35833,OnePlus,Mi 11,Mobile Device,106263
35834,Sony,Moto G Power,Mobile Device,161405
35835,OnePlus,ZenFone 8,Mobile Device,100017
35836,Apple,iPhone 12,Mobile Device,103312
35837,Xiaomi,ZenFone 8,Smartphone,75854
35838,Samsung,iPhone 12,Smartphone,14313
35839,Google,Pixel 5,Electronics,188334
35840,LG,ZenFone 8,Mobile Device,83100
35841,Motorola,Mi 11,Smartphone,36570
35842,Nokia,Moto G Power,Electronics,189778
35843,Sony,OnePlus 9,Smartphone,162807
35844,Huawei,ZenFone 8,Mobile Device,71710
35845,Xiaomi,Moto G Power,Mobile Device,71796
35846,Nokia,Moto G Power,Smartphone,123998
35847,OnePlus,Nokia 8.3,Mobile Device,35852
35848,Google,Moto G Power,Mobile Device,10538
35849,Samsung,Nokia 8.3,Mobile Device,69747
35850,Apple,Galaxy S21,Electronics,187041
35851,Nokia,iPhone 12,Electronics,189293
35852,Google,Mi 11,Smartphone,72240
35853,OnePlus,Pixel 5,Smartphone,147343
35854,Nokia,Galaxy S21,Mobile Device,123211
35855,Motorola,ZenFone 8,Mobile Device,79290
35856,Huawei,Galaxy S21,Smartphone,150726
35857,Sony,Xperia 1 II,Electronics,193244
35858,OnePlus,Nokia 8.3,Electronics,189737
35859,Apple,Pixel 5,Mobile Device,157537
35860,Samsung,Nokia 8.3,Mobile Device,73362
35861,Samsung,LG V60 ThinQ,Mobile Device,136589
35862,Huawei,ZenFone 8,Mobile Device,44076
35863,Sony,OnePlus 9,Smartphone,184057
35864,Nokia,Moto G Power,Smartphone,146613
35865,Huawei,OnePlus 9,Smartphone,183106
35866,OnePlus,Mi 11,Electronics,7268
35867,Motorola,Pixel 5,Smartphone,101663
35868,Nokia,ZenFone 8,Mobile Device,90039
35869,Google,Moto G Power,Electronics,117820
35870,OnePlus,OnePlus 9,Mobile Device,141723
35871,Huawei,Moto G Power,Smartphone,152461
35872,Xiaomi,Pixel 5,Mobile Device,35873
35873,OnePlus,OnePlus 9,Mobile Device,102843
35874,Google,Pixel 5,Mobile Device,168711
35875,Nokia,Galaxy S21,Smartphone,54227
35876,LG,Pixel 5,Mobile Device,15816
35877,Motorola,Moto G Power,Smartphone,126779
35878,OnePlus,Mi 11,Electronics,107735
35879,Nokia,ZenFone 8,Smartphone,85615
35880,Xiaomi,LG V60 ThinQ,Mobile Device,134727
35881,Motorola,OnePlus 9,Smartphone,31731
35882,LG,Moto G Power,Smartphone,119867
35883,Sony,ZenFone 8,Electronics,159476
35884,Xiaomi,Galaxy S21,Smartphone,82725
35885,Samsung,Moto G Power,Smartphone,65576
35886,Sony,ZenFone 8,Mobile Device,184765
35887,LG,LG V60 ThinQ,Electronics,18997
35888,Google,Galaxy S21,Mobile Device,96594
35889,Nokia,Xperia 1 II,Mobile Device,87322
35890,Apple,Galaxy S21,Smartphone,155972
35891,Xiaomi,Nokia 8.3,Electronics,154928
35892,Motorola,Xperia 1 II,Mobile Device,165196
35893,Apple,iPhone 12,Mobile Device,16229
35894,Apple,Pixel 5,Smartphone,74880
35895,LG,Moto G Power,Electronics,60916
35896,Apple,Mi 11,Mobile Device,193517
35897,Google,OnePlus 9,Electronics,137422
35898,Motorola,Mi 11,Electronics,81221
35899,LG,iPhone 12,Electronics,192693
35900,Samsung,LG V60 ThinQ,Mobile Device,133126
35901,Samsung,Xperia 1 II,Electronics,193306
35902,Sony,Galaxy S21,Mobile Device,89415
35903,OnePlus,OnePlus 9,Mobile Device,161496
35904,Huawei,Moto G Power,Mobile Device,17040
35905,Xiaomi,Xperia 1 II,Smartphone,147490
35906,Xiaomi,Mi 11,Electronics,157526
35907,Xiaomi,OnePlus 9,Smartphone,54007
35908,Huawei,Xperia 1 II,Smartphone,141550
35909,Apple,Mi 11,Electronics,65366
35910,Nokia,Nokia 8.3,Mobile Device,12909
35911,Xiaomi,iPhone 12,Electronics,75871
35912,Nokia,Xperia 1 II,Mobile Device,110399
35913,Sony,Nokia 8.3,Mobile Device,171523
35914,Google,Nokia 8.3,Mobile Device,161828
35915,Apple,Moto G Power,Electronics,92103
35916,Samsung,Mi 11,Mobile Device,126193
35917,Nokia,iPhone 12,Electronics,197105
35918,Xiaomi,Xperia 1 II,Smartphone,181547
35919,Samsung,Pixel 5,Electronics,86297
35920,Huawei,ZenFone 8,Electronics,40820
35921,Xiaomi,Xperia 1 II,Electronics,30222
35922,LG,LG V60 ThinQ,Mobile Device,106929
35923,Xiaomi,iPhone 12,Mobile Device,79769
35924,OnePlus,Mi 11,Electronics,60795
35925,Apple,LG V60 ThinQ,Electronics,194298
35926,Sony,Mi 11,Smartphone,22374
35927,LG,Moto G Power,Mobile Device,131504
35928,Google,OnePlus 9,Mobile Device,189005
35929,Samsung,iPhone 12,Smartphone,147867
35930,Sony,OnePlus 9,Mobile Device,142404
35931,LG,Pixel 5,Smartphone,172430
35932,Sony,Moto G Power,Smartphone,28964
35933,Samsung,iPhone 12,Mobile Device,19105
35934,Google,ZenFone 8,Smartphone,91812
35935,Google,iPhone 12,Electronics,70918
35936,Samsung,Galaxy S21,Mobile Device,77469
35937,Nokia,Galaxy S21,Smartphone,146523
35938,Sony,Xperia 1 II,Smartphone,31214
35939,Sony,OnePlus 9,Mobile Device,143973
35940,Apple,OnePlus 9,Electronics,144108
35941,Google,OnePlus 9,Mobile Device,104839
35942,Apple,LG V60 ThinQ,Mobile Device,133676
35943,LG,Moto G Power,Mobile Device,86151
35944,Nokia,Xperia 1 II,Smartphone,161801
35945,Sony,Galaxy S21,Electronics,56767
35946,Sony,Nokia 8.3,Smartphone,158436
35947,Xiaomi,iPhone 12,Smartphone,116582
35948,Sony,ZenFone 8,Electronics,47060
35949,Xiaomi,Nokia 8.3,Mobile Device,143055
35950,LG,ZenFone 8,Electronics,180551
35951,Apple,OnePlus 9,Smartphone,194649
35952,Google,Nokia 8.3,Mobile Device,135866
35953,LG,Galaxy S21,Electronics,102661
35954,OnePlus,LG V60 ThinQ,Mobile Device,159991
35955,Google,Xperia 1 II,Mobile Device,86062
35956,Nokia,LG V60 ThinQ,Electronics,158393
35957,LG,LG V60 ThinQ,Electronics,24394
35958,OnePlus,Moto G Power,Mobile Device,124690
35959,Motorola,Xperia 1 II,Electronics,151189
35960,Nokia,LG V60 ThinQ,Mobile Device,74069
35961,LG,OnePlus 9,Mobile Device,131410
35962,Sony,Mi 11,Mobile Device,27517
35963,Sony,Moto G Power,Smartphone,128848
35964,Xiaomi,Moto G Power,Smartphone,162267
35965,Motorola,Xperia 1 II,Electronics,31807
35966,Nokia,Nokia 8.3,Smartphone,184737
35967,Xiaomi,OnePlus 9,Mobile Device,128051
35968,OnePlus,Pixel 5,Mobile Device,49729
35969,Huawei,iPhone 12,Smartphone,143822
35970,Nokia,Nokia 8.3,Electronics,65364
35971,LG,Galaxy S21,Mobile Device,90994
35972,Huawei,Moto G Power,Electronics,19948
35973,Nokia,OnePlus 9,Electronics,186295
35974,Huawei,Nokia 8.3,Electronics,9422
35975,Apple,Moto G Power,Electronics,110642
35976,Google,Mi 11,Electronics,147366
35977,Huawei,Galaxy S21,Smartphone,97012
35978,Nokia,Moto G Power,Smartphone,108341
35979,LG,Moto G Power,Smartphone,12925
35980,LG,Mi 11,Electronics,53309
35981,Nokia,Pixel 5,Electronics,147414
35982,Huawei,Nokia 8.3,Smartphone,104625
35983,Motorola,LG V60 ThinQ,Mobile Device,146946
35984,Xiaomi,Nokia 8.3,Electronics,77257
35985,LG,Galaxy S21,Smartphone,73350
35986,Motorola,LG V60 ThinQ,Mobile Device,45514
35987,Google,Pixel 5,Smartphone,59251
35988,Google,OnePlus 9,Smartphone,137618
35989,Motorola,Moto G Power,Mobile Device,158635
35990,OnePlus,Moto G Power,Mobile Device,190590
35991,Xiaomi,LG V60 ThinQ,Mobile Device,152069
35992,Motorola,Galaxy S21,Mobile Device,171784
35993,Motorola,iPhone 12,Smartphone,152570
35994,Xiaomi,Nokia 8.3,Mobile Device,193201
35995,Motorola,OnePlus 9,Mobile Device,47915
35996,Apple,LG V60 ThinQ,Smartphone,22993
35997,LG,iPhone 12,Smartphone,53529
35998,Sony,OnePlus 9,Smartphone,57721
35999,LG,Nokia 8.3,Smartphone,198655
36000,Xiaomi,ZenFone 8,Mobile Device,75506
36001,Sony,LG V60 ThinQ,Mobile Device,42371
36002,OnePlus,Mi 11,Electronics,27943
36003,Sony,Pixel 5,Electronics,104348
36004,Motorola,ZenFone 8,Mobile Device,119933
36005,OnePlus,Xperia 1 II,Smartphone,8596
36006,LG,Nokia 8.3,Smartphone,174425
36007,Apple,Xperia 1 II,Mobile Device,26293
36008,Google,iPhone 12,Smartphone,164340
36009,OnePlus,Galaxy S21,Mobile Device,150020
36010,Huawei,OnePlus 9,Smartphone,38068
36011,Apple,Moto G Power,Electronics,95178
36012,Samsung,iPhone 12,Smartphone,174982
36013,OnePlus,ZenFone 8,Electronics,143191
36014,Apple,Galaxy S21,Electronics,109419
36015,Google,iPhone 12,Smartphone,183274
36016,Motorola,Mi 11,Mobile Device,85450
36017,Apple,Xperia 1 II,Mobile Device,54678
36018,LG,Galaxy S21,Mobile Device,24049
36019,OnePlus,LG V60 ThinQ,Electronics,81659
36020,Apple,Xperia 1 II,Smartphone,57113
36021,Samsung,LG V60 ThinQ,Mobile Device,69912
36022,Motorola,Mi 11,Electronics,126537
36023,Samsung,ZenFone 8,Electronics,48992
36024,Nokia,Galaxy S21,Smartphone,14372
36025,Google,Galaxy S21,Electronics,13953
36026,Huawei,Xperia 1 II,Smartphone,168604
36027,Google,Galaxy S21,Smartphone,120068
36028,LG,Mi 11,Mobile Device,179929
36029,Xiaomi,LG V60 ThinQ,Electronics,47158
36030,Samsung,LG V60 ThinQ,Mobile Device,43622
36031,Huawei,LG V60 ThinQ,Electronics,173299
36032,Huawei,Mi 11,Electronics,66679
36033,Sony,ZenFone 8,Mobile Device,123936
36034,LG,LG V60 ThinQ,Electronics,197895
36035,Sony,Mi 11,Smartphone,7119
36036,Motorola,Galaxy S21,Smartphone,72647
36037,Samsung,Pixel 5,Mobile Device,78028
36038,Apple,Moto G Power,Smartphone,36700
36039,Sony,Mi 11,Mobile Device,96226
36040,Nokia,OnePlus 9,Smartphone,55639
36041,Apple,Nokia 8.3,Mobile Device,74779
36042,Google,iPhone 12,Smartphone,26440
36043,Sony,ZenFone 8,Smartphone,16520
36044,Samsung,OnePlus 9,Mobile Device,185333
36045,Motorola,Nokia 8.3,Smartphone,98177
36046,Huawei,Xperia 1 II,Electronics,95987
36047,OnePlus,OnePlus 9,Mobile Device,23085
36048,Motorola,Mi 11,Smartphone,170111
36049,OnePlus,OnePlus 9,Smartphone,95582
36050,Google,Xperia 1 II,Electronics,92367
36051,Google,Nokia 8.3,Mobile Device,85160
36052,Huawei,Moto G Power,Smartphone,79503
36053,Nokia,Galaxy S21,Smartphone,14256
36054,Sony,LG V60 ThinQ,Mobile Device,36609
36055,OnePlus,ZenFone 8,Electronics,162874
36056,LG,Mi 11,Smartphone,60172
36057,Nokia,Moto G Power,Mobile Device,136135
36058,LG,Nokia 8.3,Smartphone,155955
36059,Motorola,LG V60 ThinQ,Electronics,164688
36060,OnePlus,Galaxy S21,Mobile Device,56121
36061,Motorola,Xperia 1 II,Electronics,68500
36062,Google,ZenFone 8,Mobile Device,160803
36063,Google,LG V60 ThinQ,Mobile Device,115053
36064,LG,LG V60 ThinQ,Mobile Device,50416
36065,Sony,Xperia 1 II,Electronics,61081
36066,Motorola,Mi 11,Mobile Device,103406
36067,Samsung,iPhone 12,Electronics,43033
36068,Huawei,Galaxy S21,Mobile Device,150941
36069,LG,Nokia 8.3,Smartphone,168535
36070,Nokia,OnePlus 9,Electronics,34499
36071,Sony,Mi 11,Mobile Device,134819
36072,Xiaomi,Galaxy S21,Smartphone,158668
36073,Sony,Mi 11,Smartphone,144627
36074,Apple,Galaxy S21,Mobile Device,70822
36075,Motorola,Mi 11,Smartphone,75679
36076,Nokia,Xperia 1 II,Electronics,100130
36077,OnePlus,Galaxy S21,Electronics,101974
36078,Sony,Moto G Power,Electronics,173078
36079,Xiaomi,Nokia 8.3,Smartphone,24461
36080,Google,Nokia 8.3,Mobile Device,18824
36081,OnePlus,LG V60 ThinQ,Smartphone,173355
36082,Xiaomi,Pixel 5,Mobile Device,114652
36083,Huawei,Galaxy S21,Mobile Device,68230
36084,Nokia,Mi 11,Mobile Device,189682
36085,OnePlus,Nokia 8.3,Smartphone,154891
36086,Samsung,ZenFone 8,Smartphone,172632
36087,Apple,ZenFone 8,Electronics,158321
36088,LG,Moto G Power,Electronics,175298
36089,OnePlus,iPhone 12,Mobile Device,113959
36090,Nokia,iPhone 12,Smartphone,167705
36091,Sony,Nokia 8.3,Smartphone,10538
36092,Xiaomi,Moto G Power,Mobile Device,134902
36093,Sony,Pixel 5,Electronics,67142
36094,Samsung,Nokia 8.3,Mobile Device,198973
36095,Apple,OnePlus 9,Smartphone,89546
36096,Huawei,Galaxy S21,Mobile Device,53880
36097,OnePlus,iPhone 12,Mobile Device,30875
36098,Sony,iPhone 12,Smartphone,156102
36099,Nokia,Xperia 1 II,Mobile Device,8295
36100,LG,ZenFone 8,Mobile Device,24078
36101,LG,Galaxy S21,Electronics,106991
36102,Huawei,Mi 11,Mobile Device,26033
36103,Samsung,OnePlus 9,Electronics,71641
36104,LG,Mi 11,Smartphone,135503
36105,Sony,Pixel 5,Mobile Device,47648
36106,OnePlus,iPhone 12,Mobile Device,148744
36107,Nokia,Galaxy S21,Electronics,78614
36108,OnePlus,OnePlus 9,Mobile Device,59233
36109,LG,OnePlus 9,Electronics,194442
36110,Apple,Xperia 1 II,Electronics,93564
36111,LG,Xperia 1 II,Smartphone,168692
36112,Motorola,Mi 11,Smartphone,26796
36113,Huawei,OnePlus 9,Electronics,166531
36114,Nokia,Galaxy S21,Mobile Device,21483
36115,LG,LG V60 ThinQ,Electronics,15128
36116,Sony,iPhone 12,Smartphone,93668
36117,Nokia,Mi 11,Electronics,68866
36118,OnePlus,iPhone 12,Smartphone,124145
36119,Apple,OnePlus 9,Mobile Device,69356
36120,Nokia,ZenFone 8,Mobile Device,25191
36121,Huawei,ZenFone 8,Electronics,152375
36122,Nokia,Pixel 5,Mobile Device,44556
36123,Sony,OnePlus 9,Smartphone,43177
36124,OnePlus,Galaxy S21,Mobile Device,111082
36125,OnePlus,Nokia 8.3,Electronics,77255
36126,Xiaomi,Mi 11,Electronics,177895
36127,Samsung,Moto G Power,Smartphone,12586
36128,Google,ZenFone 8,Mobile Device,82860
36129,Samsung,LG V60 ThinQ,Electronics,8745
36130,Sony,iPhone 12,Smartphone,103795
36131,LG,Galaxy S21,Electronics,151951
36132,Samsung,OnePlus 9,Smartphone,117485
36133,Sony,Moto G Power,Mobile Device,55954
36134,OnePlus,Galaxy S21,Electronics,90541
36135,OnePlus,Moto G Power,Mobile Device,34412
36136,Sony,Nokia 8.3,Mobile Device,12056
36137,Nokia,LG V60 ThinQ,Mobile Device,190633
36138,Samsung,Moto G Power,Electronics,6716
36139,Huawei,ZenFone 8,Smartphone,74262
36140,LG,LG V60 ThinQ,Smartphone,129528
36141,Samsung,ZenFone 8,Smartphone,40128
36142,Nokia,LG V60 ThinQ,Electronics,45958
36143,OnePlus,Moto G Power,Electronics,79913
36144,Nokia,Moto G Power,Electronics,93178
36145,Apple,Nokia 8.3,Mobile Device,115321
36146,Xiaomi,Nokia 8.3,Mobile Device,70065
36147,Nokia,ZenFone 8,Electronics,29033
36148,Nokia,Pixel 5,Mobile Device,49373
36149,OnePlus,iPhone 12,Smartphone,51884
36150,Sony,OnePlus 9,Electronics,127408
36151,Nokia,Nokia 8.3,Electronics,129494
36152,Huawei,iPhone 12,Electronics,58582
36153,Motorola,LG V60 ThinQ,Smartphone,177998
36154,Google,Nokia 8.3,Mobile Device,49870
36155,Samsung,Moto G Power,Mobile Device,70449
36156,Huawei,Mi 11,Electronics,190326
36157,Nokia,Moto G Power,Mobile Device,181810
36158,Samsung,OnePlus 9,Electronics,48514
36159,Sony,Xperia 1 II,Mobile Device,94512
36160,LG,ZenFone 8,Electronics,125874
36161,Motorola,Mi 11,Smartphone,89689
36162,Sony,ZenFone 8,Mobile Device,145625
36163,Nokia,ZenFone 8,Electronics,188385
36164,Samsung,Galaxy S21,Smartphone,26513
36165,Xiaomi,Galaxy S21,Mobile Device,55251
36166,Motorola,Pixel 5,Smartphone,198791
36167,LG,Galaxy S21,Mobile Device,111406
36168,LG,iPhone 12,Electronics,158219
36169,Sony,iPhone 12,Mobile Device,91276
36170,Huawei,iPhone 12,Smartphone,186118
36171,Xiaomi,Nokia 8.3,Electronics,163282
36172,Nokia,Pixel 5,Smartphone,40133
36173,Nokia,OnePlus 9,Smartphone,8700
36174,Nokia,iPhone 12,Electronics,136635
36175,OnePlus,Nokia 8.3,Smartphone,106178
36176,Nokia,LG V60 ThinQ,Mobile Device,59643
36177,Xiaomi,Pixel 5,Electronics,117206
36178,OnePlus,OnePlus 9,Smartphone,169732
36179,OnePlus,Pixel 5,Electronics,55348
36180,LG,LG V60 ThinQ,Electronics,37346
36181,Apple,Galaxy S21,Smartphone,181836
36182,Xiaomi,Pixel 5,Electronics,13589
36183,OnePlus,Xperia 1 II,Electronics,100447
36184,Xiaomi,ZenFone 8,Mobile Device,106396
36185,Google,Nokia 8.3,Mobile Device,165941
36186,OnePlus,ZenFone 8,Electronics,25265
36187,Huawei,iPhone 12,Mobile Device,49781
36188,Sony,OnePlus 9,Electronics,103415
36189,Sony,Moto G Power,Mobile Device,88708
36190,Sony,Nokia 8.3,Mobile Device,164591
